cart_id,user_id,cart_created_date
138,138,2023-10-23
139,139,2024-2-19
140,140,2024-2-23
141,141,2022-11-28
142,142,2024-7-5
143,143,2024-5-15
144,144,2025-2-4
145,145,2023-9-29
146,146,2023-3-10
147,147,2022-6-23
148,148,2023-9-30
149,149,2023-2-12
150,150,2022-8-30
151,151,2022-5-21
152,152,2022-4-18
153,153,2023-3-12
154,154,2022-9-23
155,155,2024-3-10
156,156,2024-2-19
157,157,2023-4-16
158,158,2023-2-11
159,159,2023-1-6
160,160,2024-7-2
161,161,2022-8-25
162,162,2023-10-24
163,163,2023-10-1
164,164,2025-3-2
165,165,2023-1-15
166,166,2024-5-19
167,167,2022-12-27
168,168,2025-3-1
169,169,2023-8-19
170,170,2022-9-11
171,171,2023-3-27
172,172,2023-10-13
173,173,2023-8-4
174,174,2022-6-10
175,175,2025-1-2
176,176,2024-3-23
177,177,2022-5-19
178,178,2024-6-17
179,179,2023-7-12
180,180,2023-12-12
181,181,2023-8-18
182,182,2022-5-6
183,183,2022-3-12
184,184,2025-1-14
185,185,2022-11-29
186,186,2024-2-28
187,187,2024-6-19
188,188,2022-12-10
189,189,2024-9-10
190,190,2023-5-6
191,191,2022-7-17
192,192,2023-4-2
193,193,2023-9-14
194,194,2023-6-1
195,195,2022-3-28
196,196,2025-1-2
197,197,2022-10-31
198,198,2024-8-29
199,199,2025-2-23
200,200,2023-11-10
201,201,2024-4-8
202,202,2024-10-8
203,203,2022-3-12
204,204,2024-6-8
205,205,2023-8-7
206,206,2024-9-12
207,207,2023-8-25
208,208,2023-9-21
209,209,2024-9-26
210,210,2025-1-10
211,211,2022-9-5
212,212,2025-2-3
213,213,2024-6-27
214,214,2023-11-17
215,215,2023-3-3
216,216,2024-6-3
217,217,2024-1-5
218,218,2023-1-23
219,219,2022-12-25
220,220,2022-12-8
221,221,2023-10-8
222,222,2024-11-13
223,223,2024-8-13
224,224,2022-9-20
225,225,2024-2-7
226,226,2022-8-5
227,227,2024-9-23
228,228,2024-12-23
229,229,2023-8-1
230,230,2024-2-21
231,231,2024-11-5
232,232,2024-8-6
233,233,2023-3-22
234,234,2022-5-20
235,235,2025-1-29
236,236,2022-3-26
237,237,2023-1-23
238,238,2023-6-2
239,239,2023-7-14
240,240,2024-5-22
241,241,2023-2-27
242,242,2023-10-25
243,243,2022-6-29
244,244,2023-11-29
245,245,2023-1-8
246,246,2023-8-16
247,247,2023-4-25
248,248,2023-7-25
249,249,2024-3-24
250,250,2024-7-6
251,251,2022-9-27
252,252,2024-12-18
253,253,2023-3-21
254,254,2022-8-25
255,255,2023-7-30
256,256,2023-7-27
257,257,2025-1-19
258,258,2022-6-25
259,259,2024-6-2
260,260,2024-5-17
261,261,2024-1-7
262,262,2024-8-9
263,263,2023-8-9
264,264,2022-6-7
265,265,2023-11-3
266,266,2024-11-14
267,267,2024-7-12
268,268,2022-3-21
269,269,2023-4-15
270,270,2024-1-11
271,271,2024-8-1
272,272,2023-1-18
273,273,2022-8-19
274,274,2022-9-9
275,275,2023-12-2
276,276,2022-5-18
277,277,2022-9-5
278,278,2023-10-5
279,279,2024-3-16
280,280,2024-3-5
281,281,2025-1-21
282,282,2022-5-22
283,283,2023-7-30
284,284,2023-3-17
285,285,2022-9-16
286,286,2024-7-5
287,287,2024-3-11
288,288,2022-12-11
289,289,2023-12-1
290,290,2024-11-25
291,291,2022-9-7
292,292,2022-9-1
293,293,2024-9-11
294,294,2024-10-2
295,295,2023-2-26
296,296,2024-8-24
297,297,2024-11-30
298,298,2025-1-5
299,299,2024-1-14
300,300,2024-6-26
301,301,2023-9-9
302,302,2024-1-9
303,303,2023-4-28
304,304,2022-7-16
305,305,2023-9-4
306,306,2025-2-28
307,307,2023-2-17
308,308,2024-6-22
309,309,2023-10-21
310,310,2022-11-13
311,311,2022-11-28
312,312,2022-8-6
313,313,2022-10-29
314,314,2022-8-11
315,315,2023-1-3
316,316,2022-10-25
317,317,2022-6-17
318,318,2023-12-4
319,319,2023-9-28
320,320,2022-3-15
321,321,2022-4-17
322,322,2022-3-12
323,323,2025-1-24
324,324,2024-11-15
325,325,2025-2-16
326,326,2024-12-12
327,327,2023-4-21
328,328,2025-2-18
329,329,2023-2-1
330,330,2023-11-6
331,331,2024-8-13
332,332,2023-7-25
333,333,2023-2-23
334,334,2024-12-10
335,335,2023-6-18
336,336,2024-12-30
337,337,2023-8-17
338,338,2022-9-9
339,339,2024-3-19
340,340,2023-2-24
341,341,2023-12-6
342,342,2022-5-14
343,343,2024-5-30
344,344,2023-6-23
345,345,2024-1-20
346,346,2024-4-12
347,347,2024-10-17
348,348,2022-12-21
349,349,2023-9-7
350,350,2024-10-9
351,351,2024-5-15
352,352,2024-10-1
353,353,2023-11-19
354,354,2025-2-3
355,355,2022-10-10
356,356,2023-4-23
357,357,2025-3-7
358,358,2024-7-30
359,359,2024-2-21
360,360,2022-11-29
361,361,2022-10-11
362,362,2023-6-7
363,363,2024-3-18
364,364,2025-3-6
365,365,2023-10-28
366,366,2022-3-26
367,367,2024-10-12
368,368,2023-12-1
369,369,2022-12-17
370,370,2024-12-14
371,371,2023-3-26
372,372,2024-12-11
373,373,2023-1-7
374,374,2024-2-5
375,375,2023-1-6
376,376,2024-3-21
377,377,2023-2-27
378,378,2024-6-20
379,379,2024-8-4
380,380,2024-11-22
381,381,2022-4-22
382,382,2023-3-27
383,383,2022-3-9
384,384,2023-12-22
385,385,2022-4-2
386,386,2024-8-22
387,387,2024-11-21
388,388,2024-12-1
389,389,2024-9-22
390,390,2022-8-7
391,391,2023-4-10
392,392,2023-11-11
393,393,2024-8-13
394,394,2024-12-3
395,395,2023-6-24
396,396,2022-3-20
397,397,2022-11-1
398,398,2024-12-9
399,399,2023-11-1
400,400,2023-10-19
401,401,2023-4-27
402,402,2024-12-20
403,403,2023-12-26
404,404,2023-4-17
405,405,2025-2-6
406,406,2022-4-29
407,407,2023-5-3
408,408,2023-11-30
409,409,2023-10-26
410,410,2024-6-27
411,411,2023-12-12
412,412,2024-6-29
413,413,2023-3-28
414,414,2024-12-11
415,415,2025-2-6
416,416,2023-2-4
417,417,2024-2-15
418,418,2024-10-20
419,419,2024-7-4
420,420,2022-4-18
421,421,2022-4-4
422,422,2022-8-29
423,423,2025-1-18
424,424,2023-12-18
425,425,2023-3-2
426,426,2025-2-27
427,427,2022-3-12
428,428,2024-1-23
429,429,2024-6-22
430,430,2024-9-24
431,431,2024-9-5
432,432,2024-8-21
433,433,2023-2-7
434,434,2022-4-17
435,435,2023-2-21
436,436,2022-9-14
437,437,2024-10-28
438,438,2023-1-19
439,439,2023-4-11
440,440,2024-3-6
441,441,2025-2-9
442,442,2022-7-4
443,443,2024-6-27
444,444,2023-1-26
445,445,2022-10-2
446,446,2023-6-11
447,447,2025-1-1
448,448,2022-5-11
449,449,2022-6-18
450,450,2022-10-7
451,451,2024-5-22
452,452,2022-9-2
453,453,2024-3-11
454,454,2023-2-25
455,455,2022-10-15
456,456,2024-9-8
457,457,2024-8-19
458,458,2024-11-2
459,459,2024-6-17
460,460,2022-6-17
461,461,2025-1-10
462,462,2024-3-7
463,463,2024-9-17
464,464,2023-12-11
465,465,2022-4-24
466,466,2023-6-23
467,467,2023-12-5
468,468,2023-3-5
469,469,2023-12-23
470,470,2023-11-3
471,471,2022-9-22
472,472,2024-10-2
473,473,2023-1-10
474,474,2024-12-21
475,475,2022-9-26
476,476,2023-8-10
477,477,2024-8-23
478,478,2022-11-7
479,479,2022-8-30
480,480,2025-1-16
481,481,2022-5-31
482,482,2025-2-14
483,483,2024-7-16
484,484,2024-11-25
485,485,2022-7-23
486,486,2023-12-1
487,487,2024-1-2
488,488,2024-4-16
489,489,2024-8-13
490,490,2022-10-9
491,491,2025-3-7
492,492,2025-2-15
493,493,2025-1-28
494,494,2023-5-8
495,495,2025-1-7
496,496,2022-6-18
497,497,2023-4-7
498,498,2022-5-7
499,499,2024-3-31
500,500,2023-11-3
501,501,2022-7-31
502,502,2024-12-24
503,503,2024-2-16
504,504,2023-2-27
505,505,2022-6-11
506,506,2023-12-31
507,507,2023-10-10
508,508,2024-5-26
509,509,2023-12-17
510,510,2022-5-22
511,511,2023-1-13
512,512,2023-3-13
513,513,2023-10-26
514,514,2024-12-31
515,515,2023-10-9
516,516,2023-6-17
517,517,2022-11-12
518,518,2024-2-18
519,519,2025-1-20
520,520,2024-6-1
521,521,2022-7-17
522,522,2023-11-25
523,523,2024-4-25
524,524,2025-1-27
525,525,2022-11-23
526,526,2022-7-28
527,527,2024-8-26
528,528,2024-2-16
529,529,2025-2-6
530,530,2023-7-9
531,531,2023-6-10
532,532,2024-12-9
533,533,2023-6-24
534,534,2022-3-17
535,535,2024-5-2
536,536,2023-10-17
537,537,2024-11-2
538,538,2022-10-15
539,539,2022-4-1
540,540,2022-11-23
541,541,2025-2-4
542,542,2024-1-7
543,543,2022-5-28
544,544,2024-9-24
545,545,2022-8-27
546,546,2024-11-18
547,547,2024-11-12
548,548,2024-11-29
549,549,2023-2-14
550,550,2022-6-2
551,551,2024-9-21
552,552,2022-9-13
553,553,2024-1-31
554,554,2023-2-18
555,555,2023-1-19
556,556,2022-9-7
557,557,2022-11-30
558,558,2022-4-9
559,559,2023-10-12
560,560,2024-6-18
561,561,2025-1-17
562,562,2024-11-22
563,563,2022-12-17
564,564,2023-2-16
565,565,2023-3-29
566,566,2024-10-29
567,567,2024-2-14
568,568,2024-2-28
569,569,2024-6-25
570,570,2024-8-21
571,571,2023-9-17
572,572,2022-9-13
573,573,2022-6-3
574,574,2022-10-17
575,575,2023-2-10
576,576,2023-11-22
577,577,2024-9-8
578,578,2023-7-11
579,579,2024-9-4
580,580,2024-4-18
581,581,2024-2-15
582,582,2024-8-2
583,583,2023-4-22
584,584,2023-2-17
585,585,2023-4-12
586,586,2022-6-12
587,587,2023-2-19
588,588,2022-10-25
589,589,2024-3-31
590,590,2023-5-31
591,591,2023-3-13
592,592,2023-12-18
593,593,2022-12-1
594,594,2025-2-15
595,595,2022-12-30
596,596,2023-7-9
597,597,2023-7-9
598,598,2024-3-7
599,599,2022-8-20
600,600,2023-9-11
601,601,2023-10-30
602,602,2023-12-30
603,603,2024-8-2
604,604,2024-7-17
605,605,2023-6-26
606,606,2023-7-25
607,607,2024-7-1
608,608,2024-4-17
609,609,2022-6-30
610,610,2023-11-16
611,611,2022-9-10
612,612,2023-1-19
613,613,2022-4-30
614,614,2023-11-22
615,615,2023-1-8
616,616,2023-8-30
617,617,2024-5-23
618,618,2025-1-19
619,619,2022-6-12
620,620,2023-12-17
621,621,2024-5-4
622,622,2022-12-24
623,623,2024-3-10
624,624,2023-10-23
625,625,2024-11-20
626,626,2023-5-28
627,627,2023-5-18
628,628,2022-5-13
629,629,2024-1-5
630,630,2025-1-18
631,631,2023-11-18
632,632,2022-12-5
633,633,2022-10-8
634,634,2022-6-6
635,635,2024-4-23
636,636,2022-11-30
637,637,2024-3-28
638,638,2023-12-29
639,639,2022-3-30
640,640,2024-1-16
641,641,2022-3-31
642,642,2022-4-15
643,643,2023-5-27
644,644,2022-6-17
645,645,2022-3-30
646,646,2024-4-21
647,647,2025-2-11
648,648,2022-6-19
649,649,2022-8-11
650,650,2024-5-30
651,651,2022-12-15
652,652,2023-5-8
653,653,2022-8-20
654,654,2023-8-2
655,655,2023-5-26
656,656,2023-2-17
657,657,2024-2-9
658,658,2022-11-24
659,659,2024-7-30
660,660,2023-9-13
661,661,2024-9-15
662,662,2023-11-17
663,663,2024-11-10
664,664,2022-10-24
665,665,2022-5-8
666,666,2023-8-19
667,667,2023-3-8
668,668,2024-3-16
669,669,2024-6-11
670,670,2023-6-26
671,671,2022-3-24
672,672,2024-1-22
673,673,2024-9-10
674,674,2022-10-20
675,675,2023-9-19
676,676,2023-8-31
677,677,2023-2-24
678,678,2024-7-20
679,679,2024-10-31
680,680,2023-2-9
681,681,2023-10-4
682,682,2022-9-25
683,683,2024-6-3
684,684,2022-9-4
685,685,2023-4-21
686,686,2024-9-15
687,687,2023-4-27
688,688,2024-10-4
689,689,2023-9-21
690,690,2025-3-7
691,691,2022-9-26
692,692,2023-10-14
693,693,2024-3-15
694,694,2025-2-4
695,695,2023-11-12
696,696,2024-10-13
697,697,2022-3-19
698,698,2023-8-21
699,699,2022-5-12
700,700,2024-3-8
701,701,2022-4-30
702,702,2024-2-22
703,703,2023-4-11
704,704,2023-3-6
705,705,2023-9-7
706,706,2022-7-6
707,707,2022-3-11
708,708,2022-12-5
709,709,2022-6-28
710,710,2024-6-15
711,711,2022-7-30
712,712,2023-4-27
713,713,2023-11-16
714,714,2023-1-1
715,715,2022-9-6
716,716,2022-5-2
717,717,2022-7-15
718,718,2022-11-5
719,719,2023-10-26
720,720,2023-8-9
721,721,2022-3-20
722,722,2024-11-30
723,723,2024-1-6
724,724,2022-6-7
725,725,2024-12-24
726,726,2024-8-16
727,727,2022-11-29
728,728,2023-2-7
729,729,2024-6-30
730,730,2022-12-28
731,731,2024-12-8
732,732,2024-4-13
733,733,2024-7-28
734,734,2024-7-1
735,735,2023-9-18
736,736,2024-1-23
737,737,2022-10-7
738,738,2025-1-27
739,739,2025-1-13
740,740,2024-9-29
741,741,2022-10-14
742,742,2022-6-24
743,743,2024-1-16
744,744,2022-4-16
745,745,2023-12-24
746,746,2024-9-23
747,747,2022-9-15
748,748,2023-8-19
749,749,2024-11-14
750,750,2024-1-9
751,751,2022-7-26
752,752,2022-11-23
753,753,2024-5-21
754,754,2023-11-20
755,755,2024-11-23
756,756,2024-11-28
757,757,2023-3-23
758,758,2022-4-28
759,759,2024-4-2
760,760,2024-9-7
761,761,2023-10-25
762,762,2022-9-23
763,763,2023-9-12
764,764,2024-6-26
765,765,2023-3-23
766,766,2023-8-26
767,767,2022-4-1
768,768,2024-3-14
769,769,2022-6-17
770,770,2023-6-2
771,771,2023-12-14
772,772,2023-11-2
773,773,2022-10-18
774,774,2022-5-28
775,775,2023-7-7
776,776,2022-9-12
777,777,2023-9-13
778,778,2024-3-9
779,779,2023-2-6
780,780,2022-9-30
781,781,2025-1-18
782,782,2024-5-10
783,783,2024-11-9
784,784,2025-2-23
785,785,2023-5-11
786,786,2024-1-28
787,787,2024-6-1
788,788,2022-9-4
789,789,2024-4-7
790,790,2024-12-16
791,791,2023-2-28
792,792,2024-6-11
793,793,2024-3-23
794,794,2023-6-15
795,795,2023-8-29
796,796,2024-7-8
797,797,2024-8-6
798,798,2023-5-31
799,799,2025-1-1
800,800,2024-4-25
801,801,2023-3-17
802,802,2023-1-24
803,803,2023-12-15
804,804,2022-11-30
805,805,2023-5-19
806,806,2022-6-4
807,807,2025-2-24
808,808,2023-1-2
809,809,2024-4-11
810,810,2022-3-24
811,811,2024-7-26
812,812,2022-7-5
813,813,2024-1-15
814,814,2022-3-21
815,815,2022-11-2
816,816,2024-3-9
817,817,2022-7-19
818,818,2024-8-20
819,819,2022-4-19
820,820,2024-3-23
821,821,2023-7-16
822,822,2024-1-17
823,823,2024-3-28
824,824,2022-3-27
825,825,2024-4-5
826,826,2024-2-24
827,827,2023-12-29
828,828,2023-9-7
829,829,2023-10-5
830,830,2024-5-4
831,831,2023-6-22
832,832,2024-10-5
833,833,2023-11-26
834,834,2022-6-27
835,835,2024-5-8
836,836,2024-6-19
837,837,2023-6-20
838,838,2025-3-6
839,839,2024-2-29
840,840,2025-2-27
841,841,2024-2-29
842,842,2023-8-15
843,843,2022-12-24
844,844,2025-2-19
845,845,2024-7-28
846,846,2022-5-23
847,847,2022-9-12
848,848,2023-12-11
849,849,2024-12-19
850,850,2023-2-14
851,851,2023-3-22
852,852,2022-10-14
853,853,2025-2-5
854,854,2023-1-13
855,855,2022-11-23
856,856,2024-11-11
857,857,2023-6-10
858,858,2023-1-20
859,859,2022-10-19
860,860,2022-10-22
861,861,2024-9-8
862,862,2023-2-25
863,863,2022-12-15
864,864,2022-3-13
865,865,2024-8-31
866,866,2023-9-29
867,867,2024-4-7
868,868,2023-10-6
869,869,2025-1-23
870,870,2024-5-11
871,871,2022-4-11
872,872,2023-3-9
873,873,2022-6-16
874,874,2022-11-1
875,875,2022-3-28
876,876,2024-9-17
877,877,2024-10-30
878,878,2024-4-20
879,879,2023-1-20
880,880,2023-5-8
881,881,2023-7-14
882,882,2024-2-4
883,883,2022-10-17
884,884,2023-7-16
885,885,2022-5-11
886,886,2022-7-14
887,887,2024-10-16
888,888,2023-7-19
889,889,2022-10-27
890,890,2024-6-8
891,891,2024-6-15
892,892,2023-9-18
893,893,2023-4-6
894,894,2023-2-16
895,895,2024-3-13
896,896,2023-1-16
897,897,2022-4-2
898,898,2022-8-1
899,899,2024-7-3
900,900,2024-2-12
901,901,2023-1-19
902,902,2022-9-7
903,903,2024-10-10
904,904,2022-6-20
905,905,2022-11-9
906,906,2024-2-7
907,907,2023-12-13
908,908,2022-4-20
909,909,2023-5-6
910,910,2023-5-28
911,911,2023-2-27
912,912,2025-2-23
913,913,2022-8-1
914,914,2022-12-18
915,915,2024-7-2
916,916,2022-6-28
917,917,2024-5-4
918,918,2022-12-15
919,919,2022-3-15
920,920,2024-12-26
921,921,2022-10-19
922,922,2024-5-20
923,923,2022-3-17
924,924,2023-12-16
925,925,2023-9-8
926,926,2024-11-2
927,927,2023-1-9
928,928,2023-5-30
929,929,2024-2-5
930,930,2024-12-25
931,931,2023-10-7
932,932,2025-2-21
933,933,2023-5-30
934,934,2023-6-20
935,935,2023-4-23
936,936,2023-3-31
937,937,2024-2-23
938,938,2024-3-3
939,939,2024-8-27
940,940,2024-3-25
941,941,2023-12-4
942,942,2024-2-16
943,943,2023-8-17
944,944,2022-3-11
945,945,2023-4-29
946,946,2024-4-22
947,947,2022-5-17
948,948,2023-1-11
949,949,2022-11-19
950,950,2022-6-10
951,951,2024-12-14
952,952,2024-10-23
953,953,2024-10-7
954,954,2023-6-17
955,955,2023-12-16
956,956,2023-9-26
957,957,2024-9-9
958,958,2025-1-18
959,959,2023-9-8
960,960,2022-10-31
961,961,2024-4-27
962,962,2023-11-27
963,963,2024-2-11
964,964,2024-10-7
965,965,2024-6-13
966,966,2022-7-8
967,967,2022-6-11
968,968,2024-2-8
969,969,2022-11-4
970,970,2023-2-4
971,971,2023-6-4
972,972,2023-8-26
973,973,2022-11-1
974,974,2024-4-1
975,975,2024-9-26
976,976,2022-7-5
977,977,2023-4-3
978,978,2022-9-6
979,979,2022-6-3
980,980,2023-11-14
981,981,2023-9-12
982,982,2023-2-16
983,983,2023-4-14
984,984,2023-8-26
985,985,2024-8-21
986,986,2022-10-21
987,987,2024-10-3
988,988,2024-5-10
989,989,2023-11-13
990,990,2023-8-18
991,991,2023-9-2
992,992,2024-4-2
993,993,2024-9-1
994,994,2024-7-8
995,995,2025-1-15
996,996,2023-7-6
997,997,2023-10-1
998,998,2022-10-31
999,999,2022-6-8
1000,1000,2022-9-17
